[ 2013-01-27T01:04:26+08:00 ] /thinkmao/Index.php | INFO: Tag[ app_begin ] --START--
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 17 行.
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '15' )  [ RunTime:0.000105s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '23' )  [ RunTime:0.000099s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '24' )  [ RunTime:0.000091s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '25' )  [ RunTime:0.000096s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '26' )  [ RunTime:0.000090s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '27' )  [ RunTime:0.000088s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '28' )  [ RunTime:0.000088s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '29' )  [ RunTime:0.000101s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '30' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '31' )  [ RunTime:0.000088s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '32' )  [ RunTime:0.000089s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '33' )  [ RunTime:0.000087s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SHOW COLUMNS FROM `hd_brand` [ RunTime:0.000447s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 15 )  [ RunTime:0.000179s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '34' )  [ RunTime:0.000100s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '35' )  [ RunTime:0.000088s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '36' )  [ RunTime:0.000086s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '37' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '38' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '39' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '40' )  [ RunTime:0.000073s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '41' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '42' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '43' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '44' )  [ RunTime:0.000087s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '45' )  [ RunTime:0.000087s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '46' )  [ RunTime:0.000086s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '47' )  [ RunTime:0.000086s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '48' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '49' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '50' )  [ RunTime:0.000078s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '51' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '52' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '53' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_brand` WHERE cid in (34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53)  [ RunTime:0.000193s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 28 行.
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | INFO: Run ParseTemplate Behavior [ RunTime:0.022019s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022071s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_filter ] --START--
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | INFO: Run ContentReplace Behavior [ RunTime:0.000142s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | INFO: Run TokenBuild Behavior [ RunTime:0.000058s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000030s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000075s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000385s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_end ] --START--
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.001052s ]
[ 2013-01-27T02:30:06+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.001109s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Tag[ app_begin ] --START--
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000195s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000410s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_template ] --START--
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000103s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000190s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_parse ] --START--
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [8] Undefined index: cate TagLib.class.php 第 122 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [8] Undefined index: cate TagLib.class.php 第 122 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [8] Undefined index: cate TagLib.class.php 第 122 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [8] Undefined index: cate TagLib.class.php 第 122 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.000474s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000196s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '22' )  [ RunTime:0.000104s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '21' )  [ RunTime:0.000091s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '20' )  [ RunTime:0.000090s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '14' )  [ RunTime:0.000096s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '19' )  [ RunTime:0.000077s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 17 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '18' )  [ RunTime:0.000088s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 17 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '17' )  [ RunTime:0.000089s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 17 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '16' )  [ RunTime:0.000088s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 17 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '15' )  [ RunTime:0.000104s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '23' )  [ RunTime:0.000098s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '24' )  [ RunTime:0.000093s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '25' )  [ RunTime:0.000116s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '26' )  [ RunTime:0.000094s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '27' )  [ RunTime:0.000090s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '28' )  [ RunTime:0.000089s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '29' )  [ RunTime:0.000092s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '30' )  [ RunTime:0.000091s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '31' )  [ RunTime:0.000090s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '32' )  [ RunTime:0.000088s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '33' )  [ RunTime:0.000094s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SHOW COLUMNS FROM `hd_brand` [ RunTime:0.000451s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 15 )  [ RunTime:0.000190s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_brand` WHERE cid in (15,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53)  [ RunTime:0.000222s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Run ParseTemplate Behavior [ RunTime:0.016110s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016166s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_filter ] --START--
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Run ContentReplace Behavior [ RunTime:0.000154s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Run TokenBuild Behavior [ RunTime:0.000072s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000032s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000078s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000416s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_end ] --START--
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.001109s ]
[ 2013-01-27T02:32:27+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.001199s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | INFO: Tag[ app_begin ] --START--
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000181s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000425s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_template ] --START--
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000104s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000260s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | INFO: Tag[ view_parse ] --START--
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [8] Undefined index: cate TagLib.class.php 第 122 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [8] Undefined index: cate TagLib.class.php 第 122 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [8] Undefined index: cate TagLib.class.php 第 122 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [8] Undefined index: cate TagLib.class.php 第 122 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.000519s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000168s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '22' )  [ RunTime:0.000122s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '21' )  [ RunTime:0.000092s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '20' )  [ RunTime:0.000091s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '14' )  [ RunTime:0.000107s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '19' )  [ RunTime:0.000089s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 17 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '18' )  [ RunTime:0.000077s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 17 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '17' )  [ RunTime:0.000088s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 17 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '16' )  [ RunTime:0.000097s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 17 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '15' )  [ RunTime:0.000105s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '23' )  [ RunTime:0.000102s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '24' )  [ RunTime:0.000093s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '25' )  [ RunTime:0.000077s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '26' )  [ RunTime:0.000090s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '27' )  [ RunTime:0.000094s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '28' )  [ RunTime:0.000090s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '29' )  [ RunTime:0.000089s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '30' )  [ RunTime:0.000088s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '31' )  [ RunTime:0.000088s ]
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
[ 2013-01-27T02:32:44+08:00 ] /thinkmao/Index.php | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '32' )  [ RunTime:0.000088s ]
